Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,r_id,hour,demand_village1,demand_village2,demand_village3,demand_village4,demand_village5,demand_village6,demand_village7,demand_village8,demand_village9,demand_village10,demand_village11,demand_village12,demand_village13,demand_village14,demand_village15,demand_village16,demand_village17,demand_village18,demand_village19,demand_village20,demand_village21,demand_village22,demand_village23,demand_village24,demand_village25,demand_village26,demand_village27,demand_village28,demand_village29,demand_village30,demand_village31,demand_village32,demand_village33,demand_village34,demand_village35,demand_village36,demand_village37,demand_village38,demand_village39,demand_village40,demand_village41,demand_village42,demand_village43,demand_village44,demand_village45,demand_village46,demand_village47,demand_village48,demand_village49,demand_village50,demand_village51,demand_village52,demand_village53,demand_village54,demand_village55,demand_village56,demand_village57,demand_village58,demand_village59,demand_village60,demand_village61,demand_village62,demand_village63,demand_village64,demand_village65,demand_village66,demand_village67,demand_village68,demand_village69,demand_village70,demand_village71,demand_village72,demand_village73,demand_village74,demand_village75,demand_village76,demand_village77,demand_village78,demand_village79,demand_village80,demand_village81
,,,,768,23,0.079399,0.242254,0.241107,0.111423,0.12545,0.110276,0.102689,0.202996,0.195674,0.113628,0.189057,0.08134,0.147941,0.058843,0.096855,0.140536,0.123702,0.037141,0.058137,0.012704,0.047639,0.033877,0.03273,0.019232,0.014027,0.039258,0.035906,0.026643,0.018967,0.014556,0.029642,0.044463,0.02629,0.021173,0.021702,0.012704,0.022232,0.045434,0.020379,0.018262,0.019761,0.022232,0.039082,0.030613,0.023202,0.031318,0.032377,0.031407,0.057255,0.067224,0.04217,0.045875,0.039346,0.036171,0.059108,0.045698,0.04958,0.070929,0.022408,0.121039,0.015968,0.082045,0.032377,0.03026,0.014821,0.128097,0.103395,0.052138,0.098631,0.018085,0.042522,0.036876,0.028231,0.203702,0.043757,0.019673,0.090162,0.028584,0.018967,0.030877,0.047904
,,,,769,0,0.066166,0.201879,0.200923,0.092852,0.104542,0.091897,0.085574,0.169163,0.163061,0.09469,0.157548,0.067783,0.140289,0.049036,0.091845,0.117113,0.117304,0.030951,0.048448,0.010586,0.039699,0.028231,0.027275,0.016027,0.011689,0.032715,0.029922,0.022202,0.015806,0.01213,0.024702,0.037053,0.021908,0.017644,0.018085,0.010586,0.018526,0.037861,0.016982,0.015218,0.016468,0.018526,0.032568,0.025511,0.019335,0.026099,0.026981,0.026172,0.047713,0.05602,0.035141,0.038229,0.032789,0.030142,0.049257,0.038082,0.041317,0.059108,0.018673,0.100866,0.013307,0.068371,0.026981,0.025216,0.012351,0.106747,0.086162,0.043449,0.082192,0.015071,0.035435,0.03073,0.023526,0.169751,0.036465,0.016394,0.075135,0.02382,0.015806,0.025731,0.03992
,,,,770,1,0.058226,0.177653,0.176812,0.08171,0.091997,0.080869,0.075305,0.148864,0.143494,0.083327,0.138642,0.059649,0.132637,0.043152,0.086836,0.103059,0.110905,0.027237,0.042634,0.009316,0.034935,0.024843,0.024002,0.014104,0.010287,0.028789,0.026331,0.019538,0.013909,0.010675,0.021738,0.032606,0.019279,0.015527,0.015915,0.009316,0.016303,0.033318,0.014945,0.013392,0.014492,0.016303,0.02866,0.022449,0.017015,0.022967,0.023743,0.023031,0.041987,0.049298,0.030924,0.033642,0.028854,0.026525,0.043346,0.033512,0.036359,0.052015,0.016433,0.088762,0.01171,0.060167,0.023743,0.02219,0.010869,0.093937,0.075823,0.038235,0.072329,0.013263,0.031183,0.027043,0.020702,0.149381,0.032089,0.014427,0.066119,0.020961,0.013909,0.022643,0.03513
,,,,771,2,0.052932,0.161503,0.160738,0.074282,0.083633,0.073517,0.068459,0.135331,0.130449,0.075752,0.126038,0.054226,0.127535,0.039229,0.083496,0.09369,0.10664,0.024761,0.038758,0.008469,0.031759,0.022585,0.02182,0.012821,0.009351,0.026172,0.023937,0.017762,0.012645,0.009704,0.019761,0.029642,0.017527,0.014115,0.014468,0.008469,0.014821,0.030289,0.013586,0.012174,0.013174,0.014821,0.026055,0.020408,0.015468,0.020879,0.021585,0.020938,0.03817,0.044816,0.028113,0.030583,0.026231,0.024114,0.039405,0.030466,0.033053,0.047286,0.014939,0.080693,0.010645,0.054697,0.021585,0.020173,0.009881,0.085398,0.06893,0.034759,0.065754,0.012057,0.028348,0.024584,0.01882,0.135801,0.029172,0.013115,0.060108,0.019056,0.012645,0.020585,0.031936
,,,,772,3,0.052932,0.161503,0.160738,0.074282,0.083633,0.073517,0.068459,0.135331,0.130449,0.075752,0.126038,0.054226,0.127535,0.039229,0.083496,0.09369,0.10664,0.024761,0.038758,0.008469,0.031759,0.022585,0.02182,0.012821,0.009351,0.026172,0.023937,0.017762,0.012645,0.009704,0.019761,0.029642,0.017527,0.014115,0.014468,0.008469,0.014821,0.030289,0.013586,0.012174,0.013174,0.014821,0.026055,0.020408,0.015468,0.020879,0.021585,0.020938,0.03817,0.044816,0.028113,0.030583,0.026231,0.024114,0.039405,0.030466,0.033053,0.047286,0.014939,0.080693,0.010645,0.054697,0.021585,0.020173,0.009881,0.085398,0.06893,0.034759,0.065754,0.012057,0.028348,0.024584,0.01882,0.135801,0.029172,0.013115,0.060108,0.019056,0.012645,0.020585,0.031936
,,,,773,4,0.058226,0.177653,0.176812,0.08171,0.091997,0.080869,0.075305,0.148864,0.143494,0.083327,0.138642,0.059649,0.140289,0.043152,0.091845,0.103059,0.117304,0.027237,0.042634,0.009316,0.034935,0.024843,0.024002,0.014104,0.010287,0.028789,0.026331,0.019538,0.013909,0.010675,0.021738,0.032606,0.019279,0.015527,0.015915,0.009316,0.016303,0.033318,0.014945,0.013392,0.014492,0.016303,0.02866,0.022449,0.017015,0.022967,0.023743,0.023031,0.041987,0.049298,0.030924,0.033642,0.028854,0.026525,0.043346,0.033512,0.036359,0.052015,0.016433,0.088762,0.01171,0.060167,0.023743,0.02219,0.010869,0.093937,0.075823,0.038235,0.072329,0.013263,0.031183,0.027043,0.020702,0.149381,0.032089,0.014427,0.066119,0.020961,0.013909,0.022643,0.03513
,,,,774,5,0.079399,0.242254,0.241107,0.111423,0.12545,0.110276,0.102689,0.202996,0.195674,0.113628,0.189057,0.08134,0.165796,0.058843,0.108545,0.140536,0.138632,0.037141,0.058137,0.012704,0.047639,0.033877,0.03273,0.019232,0.014027,0.039258,0.035906,0.026643,0.018967,0.014556,0.029642,0.044463,0.02629,0.021173,0.021702,0.012704,0.022232,0.045434,0.020379,0.018262,0.019761,0.022232,0.039082,0.030613,0.023202,0.031318,0.032377,0.031407,0.057255,0.067224,0.04217,0.045875,0.039346,0.036171,0.059108,0.045698,0.04958,0.070929,0.022408,0.121039,0.015968,0.082045,0.032377,0.03026,0.014821,0.128097,0.103395,0.052138,0.098631,0.018085,0.042522,0.036876,0.028231,0.203702,0.043757,0.019673,0.090162,0.028584,0.018967,0.030877,0.047904
,,,,775,6,0.119098,0.363381,0.361661,0.167134,0.188175,0.165414,0.154033,0.304494,0.29351,0.170443,0.283586,0.122009,0.204056,0.088265,0.133593,0.210804,0.170624,0.055711,0.087206,0.019056,0.071459,0.050815,0.049095,0.028848,0.021041,0.058887,0.053859,0.039964,0.028451,0.021835,0.044463,0.066695,0.039435,0.031759,0.032553,0.019056,0.033347,0.068151,0.030568,0.027393,0.029642,0.033347,0.058623,0.045919,0.034803,0.046978,0.048566,0.04711,0.085883,0.100836,0.063254,0.068812,0.05902,0.054256,0.088662,0.068548,0.07437,0.106394,0.033612,0.181558,0.023952,0.123068,0.048566,0.04539,0.022232,0.192145,0.155092,0.078208,0.147946,0.027128,0.063784,0.055314,0.042346,0.305553,0.065636,0.02951,0.135242,0.042875,0.028451,0.046316,0.071856
,,,,776,7,0.132331,0.403757,0.401846,0.185705,0.209083,0.183793,0.171148,0.338327,0.326123,0.189381,0.315095,0.135566,0.229563,0.098072,0.150292,0.234226,0.191952,0.061902,0.096896,0.021173,0.079399,0.056461,0.05455,0.032054,0.023379,0.06543,0.059843,0.044404,0.031612,0.024261,0.049404,0.074105,0.043816,0.035288,0.036171,0.021173,0.037053,0.075723,0.033965,0.030436,0.032936,0.037053,0.065136,0.051021,0.03867,0.052197,0.053962,0.052344,0.095425,0.11204,0.070283,0.076458,0.065577,0.060284,0.098513,0.076164,0.082633,0.118216,0.037347,0.201731,0.026613,0.136742,0.053962,0.050433,0.024702,0.213494,0.172325,0.086897,0.164385,0.030142,0.070871,0.06146,0.047051,0.339503,0.072929,0.032789,0.150269,0.047639,0.031612,0.051462,0.07984
,,,,777,8,0.145564,0.444133,0.44203,0.204275,0.229992,0.202173,0.188263,0.372159,0.358735,0.208319,0.346605,0.149122,0.242317,0.107879,0.158642,0.257649,0.202616,0.068092,0.106585,0.02329,0.087339,0.062107,0.060005,0.035259,0.025716,0.071973,0.065827,0.048845,0.034774,0.026687,0.054344,0.081516,0.048198,0.038817,0.039788,0.02329,0.040758,0.083295,0.037361,0.03348,0.036229,0.040758,0.07165,0.056123,0.042537,0.057417,0.059358,0.057579,0.104968,0.123244,0.077311,0.084104,0.072135,0.066313,0.108364,0.08378,0.090897,0.130037,0.041081,0.221905,0.029275,0.150416,0.059358,0.055476,0.027172,0.234844,0.189557,0.095587,0.180823,0.033156,0.077958,0.067607,0.051756,0.373453,0.080222,0.036068,0.165296,0.052403,0.034774,0.056608,0.087824
,,,,778,9,0.158797,0.484508,0.482215,0.222846,0.2509,0.220552,0.205378,0.405992,0.391347,0.227257,0.378114,0.162679,0.25507,0.117686,0.166992,0.281071,0.21328,0.074282,0.116275,0.025408,0.095278,0.067754,0.06546,0.038464,0.028054,0.078516,0.071812,0.053285,0.037935,0.029113,0.059284,0.088927,0.05258,0.042346,0.043405,0.025408,0.044463,0.090867,0.040758,0.036523,0.039523,0.044463,0.078164,0.061225,0.046404,0.062637,0.064754,0.062813,0.114511,0.134448,0.084339,0.09175,0.078693,0.072341,0.118216,0.091397,0.09916,0.141859,0.044816,0.242078,0.031936,0.164091,0.064754,0.060519,0.029642,0.256193,0.206789,0.104277,0.197262,0.036171,0.085045,0.073753,0.056461,0.407403,0.087515,0.039346,0.180323,0.057167,0.037935,0.061755,0.095808
,,,,779,10,0.164091,0.500659,0.498288,0.230274,0.259263,0.227904,0.212224,0.419525,0.404392,0.234832,0.390718,0.168102,0.25507,0.121609,0.166992,0.29044,0.21328,0.076758,0.120151,0.026254,0.098454,0.070012,0.067642,0.039746,0.028989,0.081134,0.074205,0.055062,0.039199,0.030083,0.06126,0.091891,0.054332,0.043757,0.044851,0.026254,0.045945,0.093896,0.042117,0.037741,0.04084,0.045945,0.080769,0.063266,0.047951,0.064725,0.066913,0.064907,0.118328,0.13893,0.08715,0.094808,0.081316,0.074752,0.122156,0.094443,0.102465,0.146588,0.04631,0.250147,0.033,0.16956,0.066913,0.062537,0.03063,0.264733,0.213682,0.107753,0.203837,0.037376,0.08788,0.076211,0.058343,0.420984,0.090432,0.040658,0.186334,0.059073,0.039199,0.063813,0.099001
,,,,780,11,0.158797,0.484508,0.482215,0.222846,0.2509,0.220552,0.205378,0.405992,0.391347,0.227257,0.378114,0.162679,0.249969,0.117686,0.163652,0.281071,0.209014,0.074282,0.116275,0.025408,0.095278,0.067754,0.06546,0.038464,0.028054,0.078516,0.071812,0.053285,0.037935,0.029113,0.059284,0.088927,0.05258,0.042346,0.043405,0.025408,0.044463,0.090867,0.040758,0.036523,0.039523,0.044463,0.078164,0.061225,0.046404,0.062637,0.064754,0.062813,0.114511,0.134448,0.084339,0.09175,0.078693,0.072341,0.118216,0.091397,0.09916,0.141859,0.044816,0.242078,0.031936,0.164091,0.064754,0.060519,0.029642,0.256193,0.206789,0.104277,0.197262,0.036171,0.085045,0.073753,0.056461,0.407403,0.087515,0.039346,0.180323,0.057167,0.037935,0.061755,0.095808
,,,,781,12,0.153504,0.468358,0.466141,0.215417,0.242537,0.2132,0.198532,0.392459,0.378302,0.219681,0.36551,0.157256,0.242317,0.113764,0.158642,0.271702,0.202616,0.071806,0.112399,0.024561,0.092102,0.065495,0.063278,0.037182,0.027119,0.075899,0.069418,0.051509,0.03667,0.028142,0.057308,0.085962,0.050827,0.040934,0.041958,0.024561,0.042981,0.087838,0.039399,0.035306,0.038205,0.042981,0.075558,0.059184,0.044857,0.060549,0.062596,0.060719,0.110694,0.129967,0.081528,0.088691,0.07607,0.06993,0.114275,0.08835,0.095855,0.13713,0.043322,0.234009,0.030871,0.158621,0.062596,0.058502,0.028654,0.247653,0.199896,0.100801,0.190686,0.034965,0.08221,0.071294,0.054579,0.393823,0.084598,0.038035,0.174312,0.055261,0.03667,0.059696,0.092614
,,,,782,13,0.145564,0.444133,0.44203,0.204275,0.229992,0.202173,0.188263,0.372159,0.358735,0.208319,0.346605,0.149122,0.234665,0.107879,0.153632,0.257649,0.196217,0.068092,0.106585,0.02329,0.087339,0.062107,0.060005,0.035259,0.025716,0.071973,0.065827,0.048845,0.034774,0.026687,0.054344,0.081516,0.048198,0.038817,0.039788,0.02329,0.040758,0.083295,0.037361,0.03348,0.036229,0.040758,0.07165,0.056123,0.042537,0.057417,0.059358,0.057579,0.104968,0.123244,0.077311,0.084104,0.072135,0.066313,0.108364,0.08378,0.090897,0.130037,0.041081,0.221905,0.029275,0.150416,0.059358,0.055476,0.027172,0.234844,0.189557,0.095587,0.180823,0.033156,0.077958,0.067607,0.051756,0.373453,0.080222,0.036068,0.165296,0.052403,0.034774,0.056608,0.087824
,,,,783,14,0.132331,0.403757,0.401846,0.185705,0.209083,0.183793,0.171148,0.338327,0.326123,0.189381,0.315095,0.135566,0.224462,0.098072,0.146953,0.234226,0.187686,0.061902,0.096896,0.021173,0.079399,0.056461,0.05455,0.032054,0.023379,0.06543,0.059843,0.044404,0.031612,0.024261,0.049404,0.074105,0.043816,0.035288,0.036171,0.021173,0.037053,0.075723,0.033965,0.030436,0.032936,0.037053,0.065136,0.051021,0.03867,0.052197,0.053962,0.052344,0.095425,0.11204,0.070283,0.076458,0.065577,0.060284,0.098513,0.076164,0.082633,0.118216,0.037347,0.201731,0.026613,0.136742,0.053962,0.050433,0.024702,0.213494,0.172325,0.086897,0.164385,0.030142,0.070871,0.06146,0.047051,0.339503,0.072929,0.032789,0.150269,0.047639,0.031612,0.051462,0.07984
,,,,784,15,0.119098,0.363381,0.361661,0.167134,0.188175,0.165414,0.154033,0.304494,0.29351,0.170443,0.283586,0.122009,0.21681,0.088265,0.141943,0.210804,0.181288,0.055711,0.087206,0.019056,0.071459,0.050815,0.049095,0.028848,0.021041,0.058887,0.053859,0.039964,0.028451,0.021835,0.044463,0.066695,0.039435,0.031759,0.032553,0.019056,0.033347,0.068151,0.030568,0.027393,0.029642,0.033347,0.058623,0.045919,0.034803,0.046978,0.048566,0.04711,0.085883,0.100836,0.063254,0.068812,0.05902,0.054256,0.088662,0.068548,0.07437,0.106394,0.033612,0.181558,0.023952,0.123068,0.048566,0.04539,0.022232,0.192145,0.155092,0.078208,0.147946,0.027128,0.063784,0.055314,0.042346,0.305553,0.065636,0.02951,0.135242,0.042875,0.028451,0.046316,0.071856
,,,,785,16,0.132331,0.403757,0.401846,0.185705,0.209083,0.183793,0.171148,0.338327,0.326123,0.189381,0.315095,0.135566,0.21681,0.098072,0.141943,0.234226,0.181288,0.061902,0.096896,0.021173,0.079399,0.056461,0.05455,0.032054,0.023379,0.06543,0.059843,0.044404,0.031612,0.024261,0.049404,0.074105,0.043816,0.035288,0.036171,0.021173,0.037053,0.075723,0.033965,0.030436,0.032936,0.037053,0.065136,0.051021,0.03867,0.052197,0.053962,0.052344,0.095425,0.11204,0.070283,0.076458,0.065577,0.060284,0.098513,0.076164,0.082633,0.118216,0.037347,0.201731,0.026613,0.136742,0.053962,0.050433,0.024702,0.213494,0.172325,0.086897,0.164385,0.030142,0.070871,0.06146,0.047051,0.339503,0.072929,0.032789,0.150269,0.047639,0.031612,0.051462,0.07984
,,,,786,17,0.21173,0.646011,0.642953,0.297128,0.334533,0.294069,0.273837,0.541323,0.521796,0.303009,0.504152,0.216905,0.234665,0.156915,0.153632,0.374762,0.196217,0.099043,0.155033,0.033877,0.127038,0.090338,0.08728,0.051286,0.037406,0.104689,0.095749,0.071047,0.05058,0.038817,0.079046,0.118569,0.070106,0.056461,0.057873,0.033877,0.059284,0.121157,0.054344,0.048698,0.052697,0.059284,0.104218,0.081634,0.061872,0.083516,0.086339,0.083751,0.152681,0.179265,0.112452,0.122333,0.104924,0.096455,0.157621,0.121862,0.132214,0.189145,0.059755,0.32277,0.042581,0.218787,0.086339,0.080693,0.039523,0.341591,0.275719,0.139036,0.263015,0.048227,0.113393,0.098337,0.075282,0.543205,0.116687,0.052462,0.240431,0.076223,0.05058,0.082339,0.127744
,,,,787,18,0.264662,0.807514,0.803691,0.371409,0.418166,0.367586,0.342297,0.676653,0.652245,0.378761,0.63019,0.271132,0.25507,0.196144,0.166992,0.468452,0.21328,0.123803,0.193792,0.042346,0.158797,0.112923,0.1091,0.064107,0.046757,0.130861,0.119686,0.088809,0.063225,0.048521,0.098807,0.148211,0.087633,0.070577,0.072341,0.042346,0.074105,0.151446,0.06793,0.060872,0.065871,0.074105,0.130273,0.102042,0.07734,0.104395,0.107923,0.104689,0.190851,0.224081,0.140565,0.152916,0.131155,0.120568,0.197026,0.152328,0.165267,0.236432,0.074694,0.403463,0.053227,0.273484,0.107923,0.100866,0.049404,0.426988,0.344649,0.173795,0.328769,0.060284,0.141741,0.122921,0.094102,0.679006,0.145858,0.065577,0.300539,0.095278,0.063225,0.102924,0.15968
,,,,788,19,0.251429,0.767138,0.763507,0.352839,0.397258,0.349207,0.325182,0.642821,0.619633,0.359823,0.598681,0.257575,0.242317,0.186337,0.158642,0.44503,0.202616,0.117613,0.184102,0.040229,0.150857,0.107276,0.103645,0.060902,0.044419,0.124318,0.113702,0.084368,0.060064,0.046095,0.093867,0.1408,0.083251,0.067048,0.068724,0.040229,0.0704,0.143873,0.064533,0.057829,0.062578,0.0704,0.123759,0.09694,0.073473,0.099175,0.102527,0.099454,0.181308,0.212877,0.133537,0.14527,0.124597,0.11454,0.187175,0.144711,0.157004,0.22461,0.070959,0.38329,0.050565,0.25981,0.102527,0.095822,0.046933,0.405639,0.327417,0.165105,0.312331,0.05727,0.134654,0.116775,0.089397,0.645055,0.138565,0.062299,0.285512,0.090514,0.060064,0.097778,0.151696
,,,,789,20,0.21173,0.646011,0.642953,0.297128,0.334533,0.294069,0.273837,0.541323,0.521796,0.303009,0.504152,0.216905,0.21681,0.156915,0.141943,0.374762,0.181288,0.099043,0.155033,0.033877,0.127038,0.090338,0.08728,0.051286,0.037406,0.104689,0.095749,0.071047,0.05058,0.038817,0.079046,0.118569,0.070106,0.056461,0.057873,0.033877,0.059284,0.121157,0.054344,0.048698,0.052697,0.059284,0.104218,0.081634,0.061872,0.083516,0.086339,0.083751,0.152681,0.179265,0.112452,0.122333,0.104924,0.096455,0.157621,0.121862,0.132214,0.189145,0.059755,0.32277,0.042581,0.218787,0.086339,0.080693,0.039523,0.341591,0.275719,0.139036,0.263015,0.048227,0.113393,0.098337,0.075282,0.543205,0.116687,0.052462,0.240431,0.076223,0.05058,0.082339,0.127744
,,,,790,21,0.158797,0.484508,0.482215,0.222846,0.2509,0.220552,0.205378,0.405992,0.391347,0.227257,0.378114,0.162679,0.191303,0.117686,0.125244,0.281071,0.15996,0.074282,0.116275,0.025408,0.095278,0.067754,0.06546,0.038464,0.028054,0.078516,0.071812,0.053285,0.037935,0.029113,0.059284,0.088927,0.05258,0.042346,0.043405,0.025408,0.044463,0.090867,0.040758,0.036523,0.039523,0.044463,0.078164,0.061225,0.046404,0.062637,0.064754,0.062813,0.114511,0.134448,0.084339,0.09175,0.078693,0.072341,0.118216,0.091397,0.09916,0.141859,0.044816,0.242078,0.031936,0.164091,0.064754,0.060519,0.029642,0.256193,0.206789,0.104277,0.197262,0.036171,0.085045,0.073753,0.056461,0.407403,0.087515,0.039346,0.180323,0.057167,0.037935,0.061755,0.095808
,,,,791,22,0.105865,0.323006,0.321476,0.148564,0.167267,0.147035,0.136919,0.270661,0.260898,0.151504,0.252076,0.108453,0.165796,0.078458,0.108545,0.187381,0.138632,0.049521,0.077517,0.016938,0.063519,0.045169,0.04364,0.025643,0.018703,0.052344,0.047874,0.035524,0.02529,0.019409,0.039523,0.059284,0.035053,0.028231,0.028936,0.016938,0.029642,0.060578,0.027172,0.024349,0.026349,0.029642,0.052109,0.040817,0.030936,0.041758,0.043169,0.041875,0.07634,0.089632,0.056226,0.061166,0.052462,0.048227,0.078811,0.060931,0.066107,0.094573,0.029877,0.161385,0.021291,0.109394,0.043169,0.040346,0.019761,0.170795,0.13786,0.069518,0.131508,0.024114,0.056697,0.049168,0.037641,0.271602,0.058343,0.026231,0.120215,0.038111,0.02529,0.04117,0.063872
,,,,792,23,0.079399,0.242254,0.241107,0.111423,0.12545,0.110276,0.102689,0.202996,0.195674,0.113628,0.189057,0.08134,0.147941,0.058843,0.096855,0.140536,0.123702,0.037141,0.058137,0.012704,0.047639,0.033877,0.03273,0.019232,0.014027,0.039258,0.035906,0.026643,0.018967,0.014556,0.029642,0.044463,0.02629,0.021173,0.021702,0.012704,0.022232,0.045434,0.020379,0.018262,0.019761,0.022232,0.039082,0.030613,0.023202,0.031318,0.032377,0.031407,0.057255,0.067224,0.04217,0.045875,0.039346,0.036171,0.059108,0.045698,0.04958,0.070929,0.022408,0.121039,0.015968,0.082045,0.032377,0.03026,0.014821,0.128097,0.103395,0.052138,0.098631,0.018085,0.042522,0.036876,0.028231,0.203702,0.043757,0.019673,0.090162,0.028584,0.018967,0.030877,0.047904
,,,,793,0,0.066166,0.201879,0.200923,0.092852,0.104542,0.091897,0.085574,0.169163,0.163061,0.09469,0.157548,0.067783,0.140289,0.049036,0.091845,0.117113,0.117304,0.030951,0.048448,0.010586,0.039699,0.028231,0.027275,0.016027,0.011689,0.032715,0.029922,0.022202,0.015806,0.01213,0.024702,0.037053,0.021908,0.017644,0.018085,0.010586,0.018526,0.037861,0.016982,0.015218,0.016468,0.018526,0.032568,0.025511,0.019335,0.026099,0.026981,0.026172,0.047713,0.05602,0.035141,0.038229,0.032789,0.030142,0.049257,0.038082,0.041317,0.059108,0.018673,0.100866,0.013307,0.068371,0.026981,0.025216,0.012351,0.106747,0.086162,0.043449,0.082192,0.015071,0.035435,0.03073,0.023526,0.169751,0.036465,0.016394,0.075135,0.02382,0.015806,0.025731,0.03992
,,,,794,1,0.058226,0.177653,0.176812,0.08171,0.091997,0.080869,0.075305,0.148864,0.143494,0.083327,0.138642,0.059649,0.132637,0.043152,0.086836,0.103059,0.110905,0.027237,0.042634,0.009316,0.034935,0.024843,0.024002,0.014104,0.010287,0.028789,0.026331,0.019538,0.013909,0.010675,0.021738,0.032606,0.019279,0.015527,0.015915,0.009316,0.016303,0.033318,0.014945,0.013392,0.014492,0.016303,0.02866,0.022449,0.017015,0.022967,0.023743,0.023031,0.041987,0.049298,0.030924,0.033642,0.028854,0.026525,0.043346,0.033512,0.036359,0.052015,0.016433,0.088762,0.01171,0.060167,0.023743,0.02219,0.010869,0.093937,0.075823,0.038235,0.072329,0.013263,0.031183,0.027043,0.020702,0.149381,0.032089,0.014427,0.066119,0.020961,0.013909,0.022643,0.03513
,,,,795,2,0.052932,0.161503,0.160738,0.074282,0.083633,0.073517,0.068459,0.135331,0.130449,0.075752,0.126038,0.054226,0.127535,0.039229,0.083496,0.09369,0.10664,0.024761,0.038758,0.008469,0.031759,0.022585,0.02182,0.012821,0.009351,0.026172,0.023937,0.017762,0.012645,0.009704,0.019761,0.029642,0.017527,0.014115,0.014468,0.008469,0.014821,0.030289,0.013586,0.012174,0.013174,0.014821,0.026055,0.020408,0.015468,0.020879,0.021585,0.020938,0.03817,0.044816,0.028113,0.030583,0.026231,0.024114,0.039405,0.030466,0.033053,0.047286,0.014939,0.080693,0.010645,0.054697,0.021585,0.020173,0.009881,0.085398,0.06893,0.034759,0.065754,0.012057,0.028348,0.024584,0.01882,0.135801,0.029172,0.013115,0.060108,0.019056,0.012645,0.020585,0.031936
,,,,796,3,0.052932,0.161503,0.160738,0.074282,0.083633,0.073517,0.068459,0.135331,0.130449,0.075752,0.126038,0.054226,0.127535,0.039229,0.083496,0.09369,0.10664,0.024761,0.038758,0.008469,0.031759,0.022585,0.02182,0.012821,0.009351,0.026172,0.023937,0.017762,0.012645,0.009704,0.019761,0.029642,0.017527,0.014115,0.014468,0.008469,0.014821,0.030289,0.013586,0.012174,0.013174,0.014821,0.026055,0.020408,0.015468,0.020879,0.021585,0.020938,0.03817,0.044816,0.028113,0.030583,0.026231,0.024114,0.039405,0.030466,0.033053,0.047286,0.014939,0.080693,0.010645,0.054697,0.021585,0.020173,0.009881,0.085398,0.06893,0.034759,0.065754,0.012057,0.028348,0.024584,0.01882,0.135801,0.029172,0.013115,0.060108,0.019056,0.012645,0.020585,0.031936
,,,,797,4,0.058226,0.177653,0.176812,0.08171,0.091997,0.080869,0.075305,0.148864,0.143494,0.083327,0.138642,0.059649,0.140289,0.043152,0.091845,0.103059,0.117304,0.027237,0.042634,0.009316,0.034935,0.024843,0.024002,0.014104,0.010287,0.028789,0.026331,0.019538,0.013909,0.010675,0.021738,0.032606,0.019279,0.015527,0.015915,0.009316,0.016303,0.033318,0.014945,0.013392,0.014492,0.016303,0.02866,0.022449,0.017015,0.022967,0.023743,0.023031,0.041987,0.049298,0.030924,0.033642,0.028854,0.026525,0.043346,0.033512,0.036359,0.052015,0.016433,0.088762,0.01171,0.060167,0.023743,0.02219,0.010869,0.093937,0.075823,0.038235,0.072329,0.013263,0.031183,0.027043,0.020702,0.149381,0.032089,0.014427,0.066119,0.020961,0.013909,0.022643,0.03513
