R_ID,Zone,System,Province,Industrial_Park,Resource,Resource_Other_Name,technology,Existing_Cap_MW,Existing_Cap_MWh,status,Start_Year,Retire_Year,commodity,supported_project,nature_of_support,plant_owner,owner_parent_company,owner_home_country_flag,major_mainland_china_shareholder,financier,epc,mainland_china_involvement_type,industrial_park,combustion_tech,coal_type,coal_source,alternate_fuel,latitude,longitude,hubname,hubdist,class,New_Build,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,capex_mw,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Max_Cap_MW,Min_Power_MW,Ramp_Up_Percentage,Ramp_Dn_Percentage,Commit,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Up_Time,Down_Time,Eff_Up,Eff_Down,THERM,VRE,STOR,RE
119,3,sulawesi,central_sulawesi,8,pt_beishi_3x250mw_power_plant_solar,,solar,2158.643745,0,,,,,,,,,,,,,,,,,,,,,,,3,1,560000,0,0,10000,0,0,2158.643745,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
120,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant,,coal_captive,750,0,construction,,,nickel,_,,pt_shuoshi_indonesia_investment,zhenshi_holding_group,china,zhenshi_holding_group_,,,owner,indonesia_huabao_industrial_park_ihip,,,,,-2.287628927,121.7711558,,,4,-1,1360000,0,0,40000,0,0.12,750,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
121,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_geothermal,,geothermal,4268.168025,0,,,,,,,,,,,,,,,,,,,,,,,1,1,3440000,0,0,43000,0,0.22,4268.168025,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
122,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_geothermal,,geothermal,8069.077988,0,,,,,,,,,,,,,,,,,,,,,,,1.5,1,3440000,0,0,43000,0,0.22,8069.077988,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
123,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_geothermal,,geothermal,1281.850552,0,,,,,,,,,,,,,,,,,,,,,,,2,1,3440000,0,0,43000,0,0.22,1281.850552,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
124,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_geothermal,,geothermal,1598.980156,0,,,,,,,,,,,,,,,,,,,,,,,2.5,1,3440000,0,0,43000,0,0.22,1598.980156,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
125,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_geothermal,,geothermal,899.434894,0,,,,,,,,,,,,,,,,,,,,,,,3,1,3440000,0,0,43000,0,0.22,899.434894,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
126,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_solar,,solar,8080.525171,0,,,,,,,,,,,,,,,,,,,,,,,1,1,560000,0,0,10000,0,0,8080.525171,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
127,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_solar,,solar,19273.54453,0,,,,,,,,,,,,,,,,,,,,,,,1.5,1,560000,0,0,10000,0,0,19273.54453,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
128,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_solar,,solar,3076.441324,0,,,,,,,,,,,,,,,,,,,,,,,2,1,560000,0,0,10000,0,0,3076.441324,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
129,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_solar,,solar,264.617003,0,,,,,,,,,,,,,,,,,,,,,,,2.5,1,560000,0,0,10000,0,0,264.617003,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
130,3,sulawesi,central_sulawesi,9,pt_shuoshi_nickel_power_plant_solar,,solar,2158.643745,0,,,,,,,,,,,,,,,,,,,,,,,3,1,560000,0,0,10000,0,0,2158.643745,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
131,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_1,,coal_captive,30,0,operating,2018,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1600000,0,0,43900,0,0.12,30,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
132,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_2,,coal_captive,30,0,operating,2018,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1600000,0,0,43900,0,0.12,30,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
133,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_3,,coal_captive,50,0,operating,2019,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1600000,0,0,43900,0,0.12,50,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
134,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_4,,coal_captive,50,0,operating,2019,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1600000,0,0,43900,0,0.12,50,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
135,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_5,,coal_captive,60,0,operating,2019,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1600000,0,0,43900,0,0.12,60,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
136,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_6,,coal_captive,60,0,operating,2019,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1600000,0,0,43900,0,0.12,60,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
137,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_7,,coal_captive,125,0,operating,2018,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1360000,0,0,40000,0,0.12,125,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
138,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_8,,coal_captive,125,0,operating,2018,,nickel,,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,virtue_dragon_nickel_industry_co_ltd,jiangsu_delong_nickel_industry_co_china_first_heavy_industries_co_ltd_23,china,jiangsu_delong_nickel_industry_co__china_first_heavy_industries_co_ltd_,,jiangsu_delong_nickel_industry_co,owner_epc,delong_nickel_industrial_area,,,,,-3.90754,122.4193,,,4,-1,1360000,0,0,40000,0,0.12,125,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
139,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_geothermal,,geothermal,6466.819136,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,1,1,3440000,0,0,43000,0,0.22,6466.819136,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
140,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_geothermal,,geothermal,1258.843395,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,1.5,1,3440000,0,0,43000,0,0.22,1258.843395,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
141,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_geothermal,,geothermal,493.180606,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,2,1,3440000,0,0,43000,0,0.22,493.180606,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
142,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_geothermal,,geothermal,487.422163,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,2.5,1,3440000,0,0,43000,0,0.22,487.422163,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
143,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_geothermal,,geothermal,625.587392,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,3,1,3440000,0,0,43000,0,0.22,625.587392,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
144,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_solar,,solar,15520.36593,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,1,1,560000,0,0,10000,0,0,15520.36593,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
145,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_solar,,solar,3021.224149,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,1.5,1,560000,0,0,10000,0,0,3021.224149,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
146,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_solar,,solar,1183.633455,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,2,1,560000,0,0,10000,0,0,1183.633455,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
147,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_solar,,solar,77.714595,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,2.5,1,560000,0,0,10000,0,0,77.714595,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
148,4,sulawesi,south_sulawesi,10,delong_nickel_phase_i_power_station_solar,,solar,1501.40974,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Puuwatu,11.04771489,3,1,560000,0,0,10000,0,0,1501.40974,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
149,4,sulawesi,south_sulawesi,11,punagaya_power_station_unit_1,janeponto_pltu,coal_captive,125,0,operating,2011,,,,,pt_bosowa_energi_,vista_energy_pte_ltd_pt_sumbergas_saktiprima,indonesia_singapore,,,,,no,subcritical,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,4,-1,1360000,0,0,40000,0,0.12,125,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
150,4,sulawesi,south_sulawesi,11,punagaya_power_station_unit_2,janeponto_pltu,coal_captive,125,0,operating,2011,,,,,pt_bosowa_energi_,vista_energy_pte_ltd_pt_sumbergas_saktiprima,indonesia_singapore,,,,,no,subcritical,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,4,-1,1360000,0,0,40000,0,0.12,125,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
151,4,sulawesi,south_sulawesi,11,punagaya_power_station_unit_3,janeponto2_pltu,coal_captive,135,0,operating,2018,,,,,pt_bosowa_energi_,vista_energy_pte_ltd_pt_sumbergas_saktiprima,indonesia_singapore,,,,,no,subcritical,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,4,-1,1360000,0,0,40000,0,0.12,135,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
152,4,sulawesi,south_sulawesi,11,punagaya_power_station_unit_4,janeponto2_pltu,coal_captive,135,0,operating,2018,,,,,pt_bosowa_energi_,vista_energy_pte_ltd_pt_sumbergas_saktiprima,indonesia_singapore,,,,,no,subcritical,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,4,-1,1360000,0,0,40000,0,0.12,135,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
153,4,sulawesi,south_sulawesi,11,punagaya_power_station_geothermal,,geothermal,218.277949,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,1,1,3440000,0,0,43000,0,0.22,218.277949,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
154,4,sulawesi,south_sulawesi,11,punagaya_power_station_geothermal,,geothermal,5086.585466,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,1.5,1,3440000,0,0,43000,0,0.22,5086.585466,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
155,4,sulawesi,south_sulawesi,11,punagaya_power_station_geothermal,,geothermal,474.730444,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,2,1,3440000,0,0,43000,0,0.22,474.730444,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
156,4,sulawesi,south_sulawesi,11,punagaya_power_station_geothermal,,geothermal,317.769453,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,2.5,1,3440000,0,0,43000,0,0.22,317.769453,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
157,4,sulawesi,south_sulawesi,11,punagaya_power_station_geothermal,,geothermal,30.627987,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,3,1,3440000,0,0,43000,0,0.22,30.627987,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
158,4,sulawesi,south_sulawesi,11,punagaya_power_station_solar,,solar,1305.083856,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,1,1,560000,0,0,10000,0,0,1305.083856,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
159,4,sulawesi,south_sulawesi,11,punagaya_power_station_solar,,solar,22762.76989,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,1.5,1,560000,0,0,10000,0,0,22762.76989,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
160,4,sulawesi,south_sulawesi,11,punagaya_power_station_solar,,solar,3055.431427,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,2,1,560000,0,0,10000,0,0,3055.431427,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
161,4,sulawesi,south_sulawesi,11,punagaya_power_station_solar,,solar,186.819754,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,2.5,1,560000,0,0,10000,0,0,186.819754,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
162,4,sulawesi,south_sulawesi,11,punagaya_power_station_solar,,solar,413.543899,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,3,1,560000,0,0,10000,0,0,413.543899,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
163,4,sulawesi,south_sulawesi,11,punagaya_power_station_wind,,wind,10.722254,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,1,1,1280000,0,0,51000,0,0,10.722254,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
164,4,sulawesi,south_sulawesi,11,punagaya_power_station_wind,,wind,27.87658,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,1.5,1,1280000,0,0,51000,0,0,27.87658,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
165,4,sulawesi,south_sulawesi,11,punagaya_power_station_wind,,wind,,0,,,,,,,,,,,,,,,,,,,-5.617881,119.5511895,Gardu Induk Tallasa,19.22161106,2.5,1,1280000,0,0,51000,0,0,0,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
166,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_phase_v_unit_1,,coal_captive,35,0,operating,2013,,cement,,,pt_semen_gresik_tbk,pt_semen_indonesia,indonesia,,,,,no,subcritical,,,,-4.816710845,119.5016842,,,4,-1,1600000,0,0,43900,0,0.12,35,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
167,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_phase_v_unit_2,,coal_captive,35,0,operating,2013,,cement,,,pt_semen_gresik_tbk,pt_semen_indonesia,indonesia,,,,,no,subcritical,,,,-4.816710845,119.5016842,,,4,-1,1600000,0,0,43900,0,0.12,35,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
168,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_phase_iv_unit_1,,coal_captive,25,0,operating,1996,,cement,,,pt_semen_gresik_tbk,pt_semen_indonesia,indonesia,,,,,no,,,,,-4.816710845,119.5016842,,,4,-1,1600000,0,0,43900,0,0.12,25,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
169,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_phase_iv_unit_2,,coal_captive,25,0,operating,1996,,cement,,,pt_semen_gresik_tbk,pt_semen_indonesia,indonesia,,,,,no,,,,,-4.816710845,119.5016842,,,4,-1,1600000,0,0,43900,0,0.12,25,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
170,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_geothermal,,geothermal,90.084659,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,1,1,3440000,0,0,43000,0,0.22,90.084659,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
171,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_geothermal,,geothermal,49.834772,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,1.5,1,3440000,0,0,43000,0,0.22,49.834772,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
172,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_geothermal,,geothermal,180.175212,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,2,1,3440000,0,0,43000,0,0.22,180.175212,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
173,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_geothermal,,geothermal,605.684488,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,2.5,1,3440000,0,0,43000,0,0.22,605.684488,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
174,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_geothermal,,geothermal,1165.345059,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,3,1,3440000,0,0,43000,0,0.22,1165.345059,0,0.1,0.1,0,0,0,10.34,None,0,0,1,1,0,0,0,1
175,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_solar,,solar,216.203182,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,1,1,560000,0,0,10000,0,0,216.203182,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
176,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_solar,,solar,119.603454,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,1.5,1,560000,0,0,10000,0,0,119.603454,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
177,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_solar,,solar,432.420509,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,2,1,560000,0,0,10000,0,0,432.420509,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
178,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_solar,,solar,99.737603,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,2.5,1,560000,0,0,10000,0,0,99.737603,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
179,4,sulawesi,south_sulawesi,12,tonasa_cement_plant_power_station_solar,,solar,2796.828142,0,,,,,,,,,,,,,,,,,,,,,Gardu Induk Pangkep,9.85281404,3,1,560000,0,0,10000,0,0,2796.828142,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
180,5,sulawesi,southeast_sulawesi,13,delong_nickel_phase_ii_power_station_phase_ii_unit_1,,coal_captive,135,0,operating,2020,,nickel,pt_obsidian_stainless_steel,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,pt_obsidian_stainless_steel,xiamen_xiangyu_group_51_jiangsu_delong_nickel_industry_co_49,china,xiamen_xiangyu_group__jiangsu_delong_nickel_industry_co_,bank_of_china_china_development_bank_china_construction_bank_industrial_and_commercial_bank_of_china_agricultural_bank_of_china_citic_bank_china_merchants_bank_tai_fung_bank,,owner_financier,delong_nickel_industrial_area,,,,,-3.82791,122.4683,,,4,-1,1360000,0,0,40000,0,0.12,135,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
181,5,sulawesi,southeast_sulawesi,13,delong_nickel_phase_ii_power_station_phase_ii_unit_10,,coal_captive,380,0,operating,2021,,nickel,pt_obsidian_stainless_steel,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,pt_obsidian_stainless_steel,xiamen_xiangyu_group_51_jiangsu_delong_nickel_industry_co_49,china,xiamen_xiangyu_group__jiangsu_delong_nickel_industry_co_,bank_of_china_china_development_bank_china_construction_bank_industrial_and_commercial_bank_of_china_agricultural_bank_of_china_citic_bank_china_merchants_bank_tai_fung_bank,power_construction_corporation_of_china_jiangxi_electric_power_construction_co_ltd,owner_financier_epc,delong_nickel_industrial_area,,,,,-3.82749,122.4628,,,4,-1,1360000,0,0,40000,0,0.12,380,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
182,5,sulawesi,southeast_sulawesi,13,delong_nickel_phase_ii_power_station_phase_ii_unit_2,,coal_captive,135,0,operating,2020,,nickel,pt_obsidian_stainless_steel,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,pt_obsidian_stainless_steel,xiamen_xiangyu_group_51_jiangsu_delong_nickel_industry_co_49,china,xiamen_xiangyu_group__jiangsu_delong_nickel_industry_co_,bank_of_china_china_development_bank_china_construction_bank_industrial_and_commercial_bank_of_china_agricultural_bank_of_china_citic_bank_china_merchants_bank_tai_fung_bank,,owner_financier,delong_nickel_industrial_area,,,,,-3.82791,122.4683,,,4,-1,1360000,0,0,40000,0,0.12,135,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
183,5,sulawesi,southeast_sulawesi,13,delong_nickel_phase_ii_power_station_phase_ii_unit_3,,coal_captive,135,0,operating,2020,,nickel,pt_obsidian_stainless_steel,the_power_plants_were_constructed_by_the_industrial_park_developer_as_part_of_the_infrastructure_for_both_the_park_and_local_communities_preferential_policies_regarding_the_park_also_provides_the_power_plants_highly_discounted_coal_prices,pt_obsidian_stainless_steel,xiamen_xiangyu_group_51_jiangsu_delong_nickel_industry_co_49,china,xiamen_xiangyu_group__jiangsu_delong_nickel_industry_co_,bank_of_china_china_development_bank_china_construction_bank_industrial_and_commercial_bank_of_china_agricultural_bank_of_china_citic_bank_china_merchants_bank_tai_fung_bank,,owner_financier,delong_nickel_industrial_area,,,,,-3.82791,122.4683,,,4,-1,1360000,0,0,40000,0,0.12,135,0.25,0.04,0.04,1,50,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
